Word|Antonym1,Antonym2,Antonym3,Antonym4
liquified|unmelted
listed security|unlisted security
listed|unlisted
lit|unlighted
literacy|illiteracy
literal|figurative
literalise|spiritualize
literalize|spiritualize
literally|figuratively
literate|illiterate
little girl|boy,male child
little|much,big,large
littleness|bigness,largeness
livable|unlivable
live birth|stillbirth
live in|live out
live out|live in
live up to|fall short of
live|dead,recorded
liveable|unlivable
live-bearing|oviparous,ovoviviparous
liveborn infant|stillborn infant
lively|dull
liven up|deaden
liven|deaden
liveness|inanimateness
liveried|unliveried
living|dead
loaded|unloaded
loading|unloading
loamless|loamy
loamy|loamless
loan|borrow
loaner|borrower
local|general,national,express
location|studio
lock|unlock,disengage,unlock
locomote|stay in place
lodge|dislodge
loftiness|lowness
log in|log out
log off|log in
log on|log out
log out|log in
log z's|wake
logical|incoherent,illogical
logicality|illogicalness,illogicality
logically|illogically
logicalness|illogicalness,illogicality
log-in|log out
long suit|weak point
long|short,unretentive
longanimity|impatience
longness|shortness
longsightedness|myopia
long-spurred|short-spurred
look down on|admire
look up to|look down on
look|back
loop|uncoil,open circuit
loose|affixed,confine,tight,stiffen,compact
loosely|narrowly
loosen up|tense,strain,tense,stuff
loosen|stiffen
looseness|fixedness,tightness
loosening|tightening
lord|noblewoman,Lady
lose weight|gain
lose|gain,win,find,keep,profit,break even
loser|winner,achiever
losings|winnings
loss|gain
losses|winnings
lossless|lossy
lossy|lossless
lost|won,saved,found
lotic|lentic
loud|soft,piano,softly
louden|quieten
loudly|piano,softly
loudness|softness
lovable|hateful
love|hate
loveable|hateful
loved|unloved
loving|unloving
low explosive|high explosive
low frequency|high pitch
low pitch|high pitch
low quality|high quality,superiority
low relief|high relief
low spirits|high
low status|high status
low temperature|hotness
low tide|high tide
low water|high tide
low|high
lowborn|noble
low-class|middle-class,upper-class
lower limit|maximum
lower|raise
lower-case letter|uppercase
lowercase|uppercase
lower-class|middle-class,upper-class
lowered|raised
low-interest|high-interest
lowland|upland,highland
low-level|dominant
lowliness|high status
lowness|highness,high status
low-pitched|high
low-resolution|high-resolution
low-rise|high-rise
low-sudsing|high-sudsing
low-tech|high-tech
low-tension|high-tension
low-voltage|high-tension
loyal|disloyal,unpatriotic
loyally|disloyally
loyalty|disloyalty
lubricated|unlubricated
lucidity|unclearness,obscurity
lucidness|unclearness,obscurity
luckily|unluckily,unfortunately
luckiness|bad luck,misfortune
luckless|lucky
lucky|unlucky
lucrativeness|unprofitability,unprofitableness
lucubrate|contract
lug|unstuff
lull|agitate
lumper|splitter
lyric|dramatic
machine wash|handwash
machine-made|handmade
machine-wash|handwash
macroscopic|microscopic
macroscopical|microscopic
made|unmade
madly|sanely
magnetic|repulsive,geographic,antimagnetic,nonmagnetic
magnetise|demagnetise,demagnetize
magnetised|antimagnetic
magnetize|demagnetise,demagnetize
magnetized|antimagnetic
magnification|understatement
magnify|reduce,understate
main|dependent
major surgery|minor surgery
major|minor
majority|minority
majuscule|minuscule,lowercase
make clean|dirty
make full|empty
make headway|fall back
make it|fail,succumb
make peace|war
make relaxed|strain,tense
make|unmake,break
malacopterygian|spiny-finned fish
maladaptive|adaptive
maladjusted|adjusted
maladroit|adroit
maladroitly|adroitly
malady|wellness
malapropos|apropos,opportunely
male aristocrat|female aristocrat
male child|girl,female child
male monarch|female monarch,queen
male offspring|female offspring
male parent|female parent,mother
male person|female
male sibling|female sibling
male|female,androgynous,female
maledict|bless
maleficence|beneficence
maleficent|beneficent
maleness|femaleness
malevolence|benevolence
malevolently|benevolently
malfunction|function
malfunctioning|functioning
malicious|unmalicious
malign|benign
malignance|benignancy,benignity
malignancy|benignancy,benignity
malignant|benign
malignity|benevolence,benignancy,benignity
malleability|unmalleability
malnourished|nourished
malodorous|fragrant
malodourous|fragrant
malted|unmalted
maltreated|unabused
man of the cloth|layman
man|woman,civilian
manage|fail
manageable|unmanageable
manageably|unmanageably
man-child|female offspring
manful|unmanly
manfully|unmanfully
manipulable|intractable
manlike|unmanly
manly|unmanly,unmanfully
manned|unmanned
manual|automatic
many|few
many-sided|unilateral
march equinox|autumnal equinox
march on|recede
margin account|cash account
marginality|centrality
mark down|mark up
mark up|mark down
mark|ignore
marked|unmarked
market economy|non-market economy
married man|wife
married woman|husband
married|unmarried
masculine|feminine,feminine,neuter
masculinity|femaleness,femininity
mask|unmask
masochist|sadist
masochistic|sadistic
mat|unsnarl,disentangle
match|disagree
matched|mismatched
mated|unmated
material|incorporeal,immaterial,insubstantial
materialise|dematerialise,dematerialize
materiality|incorporeality,immateriality,immateriality
materialize|dematerialise,dematerialize
maternal|paternal,filial
mathematical|verbal
matriarchal|patriarchal
maturation|nondevelopment
mature|immature,unfledged,green
maturely|immaturely
matureness|immaturity
maturity|immaturity
maxi|mini,midi
maximal|minimum,minimal
maximally|minimally
maximation|minimization
maximisation|minimization
maximise|minimise,minimize
maximization|minimization
maximize|minimise,minimize
maximum|minimum,minimal,minimum
meager|ample
meagerly|ample,amply
meagre|ample
meagrely|amply
meaningful|meaningless
meaningfulness|meaninglessness
meaningless|meaningful
meaninglessness|meaningfulness
meanspirited|generous
measurable|immeasurable
measurably|immeasurably
measured|unmeasured
meatless|meaty
meaty|meatless
mechanical|nonmechanical
mediacy|immediacy
mediate|immediate
mediateness|immediacy
medical|surgical
medulla|cortex
medullated|unmyelinated
meet|diverge
melanise|whiten
melanize|whiten
meliorate|worsen
melioration|decline
melodic|unmelodious
melodious|unmelodious,tuneless
melodiously|unmelodiously
melt off|gain
melted|unmelted
member|nonmember
membered|memberless
memberless|membered
memorably|unmemorably
mend|break
mendaciously|truthfully
mendacity|veracity
mensurable|immeasurable
mental ability|incapacity
mental disease|mental health
mental health|mental illness
mental illness|mental health
mental|physical
merciful|merciless
mercifulness|mercilessness
merciless|merciful
mercilessness|mercifulness
mercy|mercilessness
merge|disunify
merit system|spoils system
merit|demerit
merited|unmerited
merrily|unhappily
mesh|disengage
mesial|distal
mesic|xeric,hydric
mesomorphic|ectomorphic,endomorphic
messiness|tidiness
metabolic|ametabolic
metabolous|ametabolic
metal|nonmetallic
metallic|nonmetallic
metamorphic|nonmetamorphic
metier|weak point
microscopic|macroscopic
microscopical|macroscopic
middle|late,early,end,beginning
middle-class|upper-class,lower-class
middling|immoderately,unreasonably
midi|maxi,mini
midsummer|winter solstice
migratory|nonmigratory
mild|intense
militarisation|demobilization
militarise|demilitarise,demilitarize
militarization|demobilization
militarize|demilitarise,demilitarize
military man|civilian
military personnel|civilian
military volunteer|draftee
military|civilian,unmilitary
mind|forget
mindful|unmindful
mindfully|inadvertently,unmindfully
mindfulness|heedlessness,unmindfulness
mindless|mindful
mined|unmined
mineral|animal,vegetable
mini|midi,maxi
minify|increase
minimal|maximum,maximal
minimally|maximally
minimisation|maximization
minimise|maximise,maximize,overstate
minimization|maximization
minimize|maximise,maximize,overstate
minimum|maximum,maximal,maximum
minor surgery|major surgery
minor|major,major
minority|majority
minus|plus
minuscular|majuscule
minuscule|majuscule,uppercase
mirthfully|unhappily
misbehave|behave
miscarriage|live birth
miscarry|carry to term,succeed
mischief|beneficence
miscible|immiscible
misconception|conception
misconduct|behave
misconstruction|construction
misdemean|behave
misfortune|good luck,good fortune
misfunction|function
mismatched|matched
misogynism|philogyny
misogyny|philogyny
miss|attend to,attend,hit,have
mistreated|unabused
mistrust|trust,trust
mistrustfully|trustfully
misused|used
mitigated|unmitigated
mix|segregate
mixable|immiscible
mixed-blood|thoroughbred
mobile|immobile,stabile
mobilisation|demobilization
mobilise|demobilize,demobilise,demobilize
mobility|immobility
mobilization|demobilization
mobilize|demobilize,demobilise,demobilize
moderate|immoderate
moderately|immoderately,unreasonably,immoderately
moderateness|immoderation
moderating|intensifying
moderation|immoderation,intemperance
modern font|old style
modern|nonmodern,old style
modest|immodest
modestly|immodestly
modestness|immodesty
modesty|immodesty
modifiable|unmodifiable
modified|unmodified
modulated|unmodulated
moisturise|dehumidify
moisturize|dehumidify
molar|molecular
molecular|molar
moment|inconsequence
monaural|binaural
monaurally|binaurally
monecious|dioecious
monetisation|demonetization
monetization|demonetization
moneyed|moneyless
moneyless|moneyed
monied|moneyless
monism|pluralism
monochromatic|polychromatic
monoclinic|triclinic
monoclinous|diclinous
monocotyledonous|dicotyledonous
monody|polyphonic music,polyphony
monoecious|dioecious
monogamous|polygamous
monoicous|dioecious
monolingual|multilingual
mononuclear|binucleate,trinucleate
mononucleate|binucleate,trinucleate
monophonic music|polyphonic music,polyphony
monophonic|polyphonic
monophony|polyphonic music,polyphony
monoploid|diploid,polyploid
monosemy|polysemy
monospaced font|proportional font
monotheism|polytheism
monotheistic|polytheistic
monotone|nonmonotonic
monotonic|nonmonotonic
monovalent|polyvalent
monovular|fraternal
moonless|moonlit
moonlit|moonless
moony|moonless
moral|immoral,amoral
morality|immorality
morally|immorally
morbidity|wholesomeness
morbidness|wholesomeness
more than|less,less than
more|fewer,less
morning|sunset
mortal sin|venial sin
mortal|immortal
mortality|immortality
most|fewest,least
mother|male parent,father
motility|immotility
motion|motionlessness
motionlessness|motion
motivated|unmotivated
motivator|disincentive
motor mower|hand mower
motored|unmotorized
motorial|afferent
motorised|unmotorized
motorized|unmotorized
motorless|motorized
mount up|hop out
mount|wane,hop out
mouthless|stomatous
movability|immovableness,immovability
movableness|immovableness,immovability
move in|move out,pull out
move into|exit
move on|recede
move out|move in
move up|fall
move|stand still,stay,stay in place,refrain,rest
moved|unmoved
moving|unmoving,nonmoving,still
mown|unmown
much|little
muliebrity|masculinity
multiculturalism|nationalism
multidimensional language|one-dimensional language
multidimensional|unidimensional
multiform|uniform
multilane|single-lane
multilateral|unilateral
multilingual|monolingual
multinucleate|uninucleate
multiparous|uniparous
multiple|single
multiple-choice|true-false
multiply|singly,divide
multivalent|monovalent,univalent,bivalent
mundaneness|extraordinariness,naivete
mundanity|extraordinariness,naivete
muscle sense|kinanesthesia
muscular|ectomorphic,endomorphic
mushroom|toadstool
musical|unmusical,unmelodious
musically|unmusically
muster in|discharge
muster out|enlist
mutability|immutableness,immutability
mutable|immutable
mutableness|immutableness,immutability
mutual|nonreciprocal
muzzle|unmuzzle
myelinated|unmyelinated
myopia|hyperopia
myopic|farsighted
mystify|demystify
mythicise|demythologize
mythicize|demythologize
mythologise|demythologize
mythologize|demythologize
nadir|zenith
naif|sophisticated
naive|sophisticated
naiveness|sophistication
naivete|sophistication
naivety|sophistication
nakedness|closeness
narrow down|diversify
narrow|wide,diversify,broad-minded,widen
narrowing|widening
narrowly|broadly
narrow-minded|broad-minded,unshockable
narrow-mindedly|broad-mindedly
narrow-mindedness|broad-mindedness
narrowness|broad-mindedness,wideness
nascence|death
nascency|death
nascent|dying
nastiness|niceness
nasty|nice
national|local,international
nationalisation|denationalization
nationalise|denationalise,denationalize
nationalism|multiculturalism,internationalism,internationalism
nationalization|denationalization
nationalize|denationalise,denationalize
native|nonnative,foreign,adopted
nativeness|foreignness
nativity|death
natural depression|natural elevation
natural elevation|natural depression
natural language|artificial language
natural object|artifact
natural|artificial,unnatural,supernatural,sharp,flat
naturalise|denaturalize
naturalize|denaturalize
naturally|artificially,unnaturally
naturalness|unnaturalness
nay|yea
nazify|denazify
ne plus ultra|imperfection
neap tide|springtide
neap|springtide
near|far
nearness|farness
nearsighted|farsighted
nearsightedness|hyperopia
neatness|untidiness
necessarily|unnecessarily
necessary|unnecessary,inessential
necessitarian|libertarian
necessitate|obviate
necessity|inessential
necked|neckless
neckless|necked
need|obviate
needfully|unnecessarily
ne'er|ever
negate|affirm
negative charge|positive charge
negative|neutral,positive,affirmative,positive
negativeness|positiveness,positivity
negativism|positiveness,positivity
negativity|positiveness,positivity
neglect|attend to
negligent|diligent
negociate|fail
neighborliness|unneighborliness
neighbourliness|unneighborliness
nephew|niece
net|gross
nether region|Heaven
nett|gross
neurotic depression|psychotic depression
neurotic|unneurotic
neuter|masculine,feminine
neutral|positive,negative
never|ever
new|old,worn
newness|oldness
nice|nasty
niceness|nastiness,impoliteness
nidicolous|nidifugous
nidifugous|nidicolous
niece|nephew
nigh|far
night game|day game
night school|day school
night|day
nighttime|day
nigrify|whiten
nitrify|denitrify
no longer|still
no more|still
no|all,some,yes
noble|lowborn,ignoble,noblewoman,Lady
nobleman|noblewoman,Lady
noblewoman|nobleman,Lord
nocturnal|diurnal
nod off|wake up
node|antinode
no-go|go
noisily|quietly
noisy|quiet
nominal|real
nominative case|oblique
nominative|oblique
nomothetic|idiographic
nonabsorbency|absorbency
nonabsorbent|absorbent
nonabsorptive|absorbent
nonaddictive|addictive
nonadhesive|adhesive
nonadsorbent|adsorbent
nonadsorptive|adsorbent
nonage|majority
nonaged|major
nonaggressive|aggressive
nonalcoholic|alcoholic
nonaligned|aligned
nonalignment|alignment
nonalinement|alignment
nonarbitrable|arbitrable
nonarbitrary|arbitrary
nonarboreal|arboreal
nonassociative|associative
nonastringent|astringent
nonattendance|attendance
nonbearing|bearing
nonbeing|being
nonbiodegradable pollution|biodegradable pollution
noncausal|causative
noncausative|causative
noncellular|cellular
noncitizen|citizen
noncivilised|civilized
noncivilized|civilized
nonclassical|classical
noncollapsable|collapsible
noncollapsible|collapsible
noncolumned|columned
noncombinative|combinative
noncombustible|combustible
noncommercial|commercial
noncommissioned|commissioned
noncompetitive|competitive
noncompetitively|competitively
noncompliance|compliance,obedience
noncompliant|compliant
noncomprehensive|comprehensive
noncomprehensively|comprehensively
nonconcentric|concentric
nonconducting|conductive
non-conducting|conductive
nonconductive|conductive
nonconductor|conductor
nonconformance|conformism,conformity,conformity
nonconformism|conformism,conformity
nonconformist|conformist,Anglican
nonconformity|conformity,conformism,conformity
noncontinuous|continuous
noncontroversial|controversial
noncritical|critical
noncrucial|crucial,critical
noncrystalline|crystalline
noncurrent|current
noncyclic|cyclic
noncyclical|cyclic
non-dedicated file server|dedicated file server
nondeductible|deductible
nondevelopment|development
nondisposable|disposable,disposable
nondrinker|drinker
nondriver|driver
nonechoic|echoic
noneffervescent|effervescent,sparkling
non-engagement|involvement,participation,engagement
nonenterprising|enterprising
nonentity|existence
nonequivalence|equivalence
nonessential|essential
nonexempt|exempt,nontaxable
nonexistence|existence
nonexistent|existent
nonexplorative|exploratory
nonexploratory|exploratory
nonexplosive|explosive
nonextant|extant
nonextensile|extensile
nonfat|fatty
nonfatal|fatal
nonfictional|fictional
nonfinancial|financial
non-finite|finite
nonfissile|fissile
nonfissionable|fissionable
nonflowering|flowering
nonfunctional|functioning,functional
nonharmonic|harmonic
nonheritable|inheritable
nonhierarchic|hierarchical
nonhierarchical|hierarchical
nonhuman|human
nonimitative|imitative
nonindulgent|indulgent
nonindustrial|industrial
noninfectious|infectious
noninheritable|inheritable
noninstitutional|institutional
noninstitutionalised|institutionalized
noninstitutionalized|institutionalized
nonintegrated|integrated
nonintellectual|intellectual
noninterference|interference,intervention
nonintervention|interference,intervention
noninvasive|invasive
non-invertible|invertible
non-involvement|involvement,participation,engagement
nonionic|ionized,ionic
nonionised|ionized
nonionized|ionized
nonjudgmental|judgmental
nonlinear|linear
nonlinguistic|linguistic
nonliteral|literal
nonliving|animate
non-living|animate
nonmagnetic|magnetic
non-market economy|market economy
nonmaterial|material
nonmeaningful|meaningful
nonmechanical|mechanical
nonmember|member
nonmetal|metallic
nonmetallic|metallic
nonmetamorphic|metamorphic
nonmigratory|migratory
nonmilitary|military
non-miscible|miscible
nonmodern|modern
nonmonotonic|monotonic
nonmoving|moving
nonmusical|musical
nonnative|native
nonobservance|observance
nonoperational|operational
nonparticipation|involvement,participation,engagement
nonparticulate|particulate
nonpartisan|partisan
nonpartisanship|partiality
nonpartizan|partisan
nonpasserine|passerine
nonpayment|payment
nonperiodic|periodic
nonphilosophic|philosophical
nonphilosophical|philosophical
nonphotosynthetic|photosynthetic
nonpolar|ionic
nonpolitical|political
nonporous|porous
nonpregnant|pregnant
nonprehensile|prehensile
nonprescription|prescription
nonprofessional|professional
nonproliferation|proliferation
non-proliferation|proliferation
nonproprietary|proprietary
nonprotractile|extensile
nonpsychoactive|psychoactive
nonracial|racial
nonradioactive|radioactive
nonrandom|random
nonreciprocal|reciprocal
nonreflecting|reflective
nonreflective|reflective
nonreligious person|religious person
nonremittal|payment
nonrenewable|renewable
nonrepetitive|repetitive
nonrepresentational|representational
nonrepresentative|representative
nonresident|resident
nonresidential|residential
nonresonant|reverberant
nonreticulate|reticulate
nonretractable|retractile
nonretractile|retractile
nonreturnable|returnable
nonreversible|reversible
nonrigid|rigid
nonruminant|ruminant
nonsectarian|sectarian
nonsexual|sexual
nonsignificant|significant
nonsingular matrix|singular matrix
nonslippery|slippery
nonsmoker|smoker
nonspatial|spatial
nonspeaking|speaking
nonspecific|specific
nonspherical|spherical
nonstandard|standard
nonstarter|achiever
nonsteroidal|steroidal
nonsubjective|subjective
nonsubmergible|submersible
nonsubmersible|submersible
nonsuppurative|suppurative
nonsurgical|surgical
nonsweet|sugary
nonsyllabic|syllabic
nontaxable|taxable
nontechnical|technical
nonterritorial|territorial
nonthermal|thermal
nontoxic|toxic
nontraditional|traditional
nontranslational|translational
nonuniformity|uniformity
nonunion|union
nonviolent|violent
nonviolently|violently
nonvolatile storage|volatile storage
non-volatile storage|volatile storage
nonvolatile|volatile
nonvolatilisable|volatile
nonvolatilizable|volatile
nonvoluntary|voluntary
nonwashable|washable
nonwoody|woody
nonworker|worker
normal|abnormal,paranormal
normalcy|abnormality
normality|abnormality
normally|remarkably
normative|descriptive
normotensive|hypertensive,hypotensive
north|south
northern|southern
northernness|southernness
nosed|noseless
noseless|nosed
not absolutely|unconditionally
not by a blame sight|by all means
not by a long sight|by all means
not due|due
not intrusive|intrusive
not suitably|appropriately,suitably
not surprised|surprised
not yet|already
note|ignore
notice|ignore
noticeable|unnoticeable,unobtrusive
noticeably|imperceptibly
noticed|unnoticed
nourished|malnourished
nowness|futurity,pastness
noxious|innocuous
noxiously|harmlessly
nuclear|conventional
nullify|validate
numerate|innumerate
numerical|verbal
nurse|bottlefeed
o.k.|disapprove
obedience|disobedience
obedient|disobedient
obediently|disobediently
obeisance|disobedience
obey|disobey
obfuscate|clarify
object program|source program
objectify|personalise,personalize
objective|subjective
objectively|subjectively
oblate|prolate
obligate|facultative
obligated|unobligated
obligatorily|optionally
obligatory|optional
oblige|disoblige
oblique angle|right angle
oblique case|nominative
oblique triangle|right triangle
oblique|parallel,perpendicular,nominative
obscureness|clarity
obscurity|clarity,prominence
observably|imperceptibly
observance|nonobservance
observe|break,disrespect
obstinate|docile
obstruct|free
obstructed|unobstructed
obtrusive|unobtrusive
obtrusively|unobtrusively
obtrusiveness|unobtrusiveness
obturate|free
obtuse|acute
obtuseness|acuteness
obverse|reverse
obviate|necessitate
obvious|unobvious
occidentalise|orientalise,orientalize
occidentalize|orientalise,orientalize
occlude|free
occlusive|continuant consonant
occupant|nonresident
occupied|unoccupied
occupier|nonresident
odd|even
odd-toed ungulate|even-toed ungulate
odorize|deodourise,deodorize
odorless|odorous
odorous|odorless
odourise|deodourise,deodorize
odourless|odorous
oestrus|anestrus
of course|unnaturally
of import|unimportant
off|on
offence|defence,defense
offend|keep
offending|unoffending
offense|defence,defense
offensive|inoffensive,defensive,euphemistic,savory
offensively|defensively,inoffensively
official|unofficial
officially|unofficially
off-line|on-line
off-peak|peak
offsaddle|saddle
off-season|high season
offset|middle,end
offshore|inshore,onshore
offside|onside
offsides|onside
off-site|on-site
offstage|onstage
off-street|on-street
oft|rarely,infrequently
often|rarely,infrequently
oftentimes|rarely,infrequently
ofttimes|rarely,infrequently
oiled|unoiled
okay|disapprove
old style font|modern
old style|modern
old|young,new
oldness|youngness,newness
oleophilic|oleophobic
oleophobic|oleophilic
omit|include,attend to
omnidirectional|directional
omnivorous|insectivorous,carnivorous,herbivorous
on a higher floor|downstairs
on a lower floor|upstairs
on a regular basis|irregularly
on an irregular basis|regularly
on one hand|on the other hand
on purpose|accidentally,unintentionally
on the one hand|on the other hand
on the other hand|on the one hand
on|off
once and for all|inconclusively
one-dimensional language|multidimensional language
one-dimensional|planar,cubic,multidimensional
one-piece|two-piece,three-piece
one-sided|reversible,multilateral
one-year|biennial,perennial
on-line|off-line
onomatopoeic|nonechoic
onomatopoeical|nonechoic
onomatopoetic|nonechoic
onshore|offshore
onside|offside
on-site|off-site
onstage|offstage
on-street|off-street
ontogenesis|nondevelopment
ontogeny|nondevelopment
onymous|anonymous
opacity|clarity,transparency
opaque|clear
opaqueness|clarity
open chain|closed chain
open circuit|closed circuit
open interval|closed interval
open up|close,close up
open|closed,covert,unreceptive,shut,close,fold
open-chain|cyclic
opened|closed
opening|closing
openness|closeness
operable|inoperable
operate|disengage,malfunction
operational|nonoperational
operative|inoperative,medical
opisthognathous|prognathous
opponent|agonist
opportune|inopportune
opportunely|inopportunely
opportuneness|inopportuneness
opposable|unopposable
opposed|unopposed
opposer|agonist
opposite word|synonym
opposite|alternate,synonym
opprobrium|fame
optimism|pessimism
optimist|pessimist
optimistic|pessimistic
optimistically|pessimistically
optional|obligatory
optionally|obligatorily
orad|aborad
oral|anal,aboral
order|disorder,disorderliness,disorder,deregulate
ordered|disarranged,incoherent,disordered
orderliness|disorder,disorderliness
orderly|incoherent,disorderly
ordinal|cardinal
ordinarily|remarkably
ordinariness|extraordinariness
ordinary|extraordinary
organic disorder|functional disorder
organic|functional,inorganic
organically|inorganically
organise|disorganise,disorganize
organize|disorganise,disorganize
organized|unorganized,disorganized
orient|disorient
orientalise|occidentalise,occidentalize
orientalize|occidentalise,occidentalize
orientate|disorient
orientated|unoriented
orientating|disorienting
oriented|unoriented
orienting|disorienting
original sin|actual sin
original|unoriginal
originality|unoriginality
originative|uncreative
orthodox|unorthodox
orthodoxy|unorthodoxy
orthotropous|campylotropous
ostentatious|unostentatious
otc security|listed security
other|same
otherworldliness|worldliness
out of doors|indoors,inside
out of hand|in hand
out of wedlock|legitimately
out|safe
out-basket|in-basket
outbid|underbid
outboard|inboard
outbred|inbred
outdoor|indoor
outdoors|indoors,inside
outer garment|undergarment
outer|inner
outfield|infield
outflow|influx,inflow
outgo|income
outgoing|incoming
outlander|citizen
outlaw|decriminalise,decriminalize,legalize
outlay|income
out-of-door|indoor
out-of-the-box thinking|convergent thinking
outpatient|inpatient
outset|middle,end
outside|inside,indoors,inside,indoor
outspan|inspan
outstandingly|unremarkably
out-tray|in-basket
outward|inward
outwardly|inwardly
outwardness|inwardness
outwards|inward
outwear|refresh
over the counter security|listed security
overachievement|underachievement
overact|underact
overarm|underhand
overbid|underbid
overcast|clear up
overcharge|undercharge
overdraw|understate
overdress|dress down
overestimate|underestimate,underestimate,undervalue
overexpose|underexpose
overgarment|undergarment
overhand|underhand
overhanded|underhand
overhead|surface,subsurface
overleap|attend to
overlook|attend to
overpay|underpay
overplay|underact
overrate|underestimate
overshoot|undershoot
overspend|underspend
overstate|understate
overstatement|understatement
overstock|understock
overt|covert
over-the-counter drug|prescription medicine,prescription drug
over-the-counter medicine|prescription medicine,prescription drug
over-the-counter|prescription
overtime|regulation time
overtly|covertly
overvalue|underestimate,undervalue
oviparous|ovoviviparous,viviparous
ovoviviparous|viviparous,oviparous
ovulation|anovulation
owed|undue
owned|unowned
ownerless|owned
oxidate|deoxidise,deoxidize
oxidise|deoxidise,deoxidize
oxidize|deoxidise,deoxidize
pack together|decompress
pack|unpack
package|hardware,unbox
packaged|unpackaged
paid|unpaid
pain|pleasure
painful|painless
painfully|painlessly
painfulness|pleasure
painless|painful
painlessly|painfully
painstakingness|unconscientiousness
paintable|unpaintable
painted|unpainted
paired|alternate
palatability|unpalatability
palatable|unpalatable
palatableness|unpalatability
palatably|unpalatably
palingenesis|cenogenesis
palingenetic|cenogenetic
palpability|impalpability,intangibility
palpable|impalpable
paper loss|paper profit
paper profit|paper loss
paradigmatic|syntagmatic
parallel operation|serial operation
parallel|perpendicular,oblique
parallelogram|trapezium
paranormal|sensory,normal
parasite|host
pardonable|unpardonable
pardonably|unpardonably,unforgivably,inexcusably
parent|child
parental|filial
parented|unparented
parentless|parented
part|wholly
partial|impartial
partiality|impartiality
partially|wholly
participate|drop out
participation|non-involvement,nonparticipation,non-engagement
particular proposition|universal proposition,universal
particular|universal proposition,universal,general,general
particularise|generalize
particularity|generality
particularize|generalize
particulate|nonparticulate
partisan|nonpartisan
partisanship|impartiality
partizan|nonpartisan
partly|wholly
parttime|full-time
part-time|full-time
pass away|be born
pass on|recede
pass up|accept
pass|running,failing,be born,fail
passable|impassable
passably|immoderately,unreasonably
passerine|nonpasserine
passing|failing,running
passionate|passionless
passionless|passionate
passive trust|active trust
passive voice|active voice
passive|active,active voice
passively|actively
past times|future
past|present,future,future
pastness|presentness,futurity
paternal|maternal,filial
patience|impatience
patient|impatient
patiently|impatiently
patness|inopportuneness
patriarchal|matriarchal
patrician|plebeian,proletarian
patriotic|unpatriotic
patriotically|unpatriotically
patronise|boycott
patronised|unpatronized
patronize|boycott
patronized|unpatronized
patronless|patronized
patterned|plain
paved|unpaved
pay cash|charge
pay up|default
pay|default
paying attention|heedless,inattentiveness
payment|nonpayment
peace|war
peaceful|unpeaceful
peacenik|hawk
peach|keep quiet
peak season|off-season
peak|off-peak
pedunculate|sessile
peel|dress
peeress|nobleman,Lord
pellucidity|unclearness,obscurity
pelt along|linger
penalty|reward
penetrability|imperviousness,impenetrability
penetrable|impenetrable
penitent|unrepentant,impenitent
penitentially|unrepentantly,impenitently
penitently|unrepentantly,impenitently
perceptibility|imperceptibility
perceptible|imperceptible
perceptibly|imperceptibly
perceptive|unperceptive
perceptiveness|unperceptiveness
perdition|Heaven
perennial|annual,biennial
perfect|imperfect
perfectibility|imperfectibility
perfection|imperfection
perfectly|imperfectly
periapsis|point of apoapsis,apoapsis
perigee|apogee
perihelion|aphelion
perijove|apojove
perilune|apolune,aposelene
perinatal|postnatal,prenatal
periodic|aperiodic
periodical|aperiodic
peripheral|central
peripherally|centrally
peripteral|apteral
periselene|apolune,aposelene
perish|be born
perishable|imperishable
perissodactyl mammal|even-toed ungulate
perissodactyl|even-toed ungulate
peristalsis|anastalsis
perk up|de-energise,de-energize,sedate
permanence|impermanence
permanency|impermanence
permanent|impermanent
permanently|temporarily
permeability|impermeability
permeable|impermeable
permeableness|impermeability
permissibility|impermissibility
permissible|impermissible
permissibly|impermissibly
permissive|preventive,unpermissive
permissiveness|unpermissiveness
permit|disallow,forbid,prevent
perpendicular|oblique,parallel,inclined,horizontal
perplex|simplify
perplexed|unperplexed
persistent|caducous
personal judgement|judgment in rem
personal judgment|judgment in rem
personal|impersonal
personalise|depersonalise,depersonalize
personalize|depersonalise,depersonalize
personally|impersonally
persuade|dissuade
persuasion|dissuasion
persuasive|dissuasive
persuasiveness|unpersuasiveness
pertinence|inapplicability
pertinency|inapplicability
pervious|impervious
perviousness|imperviousness,impenetrability
pessimism|optimism
pessimist|optimist
pessimistic|optimistic
pessimistically|optimistically
petaled|apetalous
petalled|apetalous
petalless|petalous
petalous|apetalous
petit larceny|grand larceny
petty larceny|grand larceny
petty|grand larceny
phanerogamae|Cryptogamia
phase in|phase out
phase out|phase in
philogyny|misogyny
philosophic|nonphilosophical
philosophical|nonphilosophical
phlegmy|dry
photosynthetic|nonphotosynthetic
physical fitness|unfitness
physical|mental
physicalness|incorporeality,immateriality
pianissimo|fortissimo
piano|forte
pick apart|praise
pick at|flatter
pick up|depress
piece|disassemble
piety|impiety
pigeon-toed|splayfooted
pigmentation|depigmentation
pilosity|hairlessness
pin|unpin
pious|impious
piously|impiously
piousness|impiety
pipe down|louden
pistillate|acarpelous
pit|Heaven
placable|implacable
place|divest
placental|aplacental
plain|cheer,fancy,patterned
plaintiff|defendant
planar|cubic,linear
planned|unplanned
planted|unplanted
plantigrade mammal|digitigrade mammal
plantigrade|digitigrade,digitigrade mammal
